,id,location.address,location.city,location.lat,location.lng,location.postalCode,location.state,name,stats.tipCount,stats.usersCount,tips
13,4ae35f24f964a520279421e3,3300 W. McGraw St.,Seattle,47.63981172,-122.3998556,98199,WA,Starbucks,8,669,"['The power outlets are at the base of the windows. Slightly hidden but plentiful!', 'Make sure to avoid parking in the ally. It is VERY tight to come out of especially if you drive an Expedition!', 'Try one of the Starbucks Reserve pour-over coffees for a real treat.', ""Try the Iced Kona Clover Coffee. It's amazing!"", ""They've remodeled and added a Clover machine."", 'Say hi to Hana!', 'Looking forward to meeting with new clients here tomorrow!', 'They sell coffee. Weirdness lol']"
14,4e874bca4690bcb96ccc961e,3223 W McGraw St,Seattle,47.63936318208166,-122.3994672441943,98199,WA,Uptown Espresso Magnolia,5,271,"[""Their famous velvet foam really is velvet. Get something with steamed milk - you won't regret it."", 'Omg-- I forget the name of it but a dark chocolate orange mocha --  amazing!!', 'Great thick foam, but be patient - you will be waiting about 10 minutes for a drink.', 'Wifi password: coffeebean', 'Try the chairman tea!']"
15,4cb7679bf50e224bf9eadefb,,Seattle,47.66772131,-122.39608526229858,98107,WA,Nellie's,2,36,"['The best coffee in the town, Todd really is a master of his craft, try the cheese toast, interesting flavor.', ""The iced mocha was pretty good. It was a decent substitute since they don't have iced coffee.""]"
16,49ea7da5f964a52073661fe3,2622 NW Market St,Seattle,47.66878064399137,-122.39155747750974,98107,WA,Firehouse Coffee,18,631,"[""Employees are very nice.  I used to go here very early in the morning in late 2008/early 2009.  They'd get Seattle Times before 7-11.   If you go at at say, 10:00 AM on a Saturday, expect a wait."", 'Really nice staff, good drinks and eats but they need to make a breakfast sandwich that is plain. No mayonnaise, no peppers, etc. Just egg and cheese ... Maybe bacon .... Mmmm bacon. :)', 'They have a great playroom in the back for kids and their parents. Out of the way of other customers so not to disturb them. But allows parents to relax while the kids have a lot to play with!', 'I love this place! Try a chai with rice milk on a cold day to warn you up! And grab a chipotle ham sandwich, too!', 'Another sign I saw advertises, ""Organic High Mountain Iced Black Tea"".  Also sounds tasty!', 'Family friendly coffee shop: they have a separate room with small chairs and toys just for kids.', 'Nice people, good hot chocolate, but the WiFi rarely works, and required re-logging-in ever 15 minutes when it does. Great place to relax, not a great place to work.', 'Very friendly employees. Good place to enjoy a coffee while your children play.', ""The cookies and banana bread are meh. Coffee is Vita. But it's great to have a separate area for families. Bring your laptop so you can work while the kids play."", ""I really like log cabin atmosphere of this coffee house. Batista's are cool. The Wi-Fi is slower than AT&T's 3G service on my iPhone.  I'm getting about 1/2 Mbps Dwn. :-("", 'Sign I saw today advertised ""organic cold-brew toddy"", sounds good!', 'Amazing lavender white mochas!!! They make my heart happy... \uf49c', 'Try a lavender white chocolate mocha and take a few sips over by the fireplace. Mmmm!', 'I love the dirty chais.', 'Chai Tea Latte', 'White choco mocha and almond croissant.', 'Spiced chai tea!! Oh yeah', 'Good coffee. Mmmmm.']"
17,4af72ca4f964a520c80622e3,4701 SW Admiral Way,Seattle,47.580933359623835,-122.39204425742335,98116,WA,Alki Mail and Dispatch,8,118,"['Great service, convenient and you can bring your dog in with you!  Great coffee & snacks too!', 'Love this place came from Columbia city to get coffee, copies, stamps, and wifi all at once!!! Love it!!!', 'Private mailboxes, coffee, gifts and shipping anywhere', 'Don, the owner  is wonderful and pleasant!', 'Customer service is better. New staff! :)', 'Yummmmmmmyyyyyyy hempy mocha', 'Very convenient', 'Shitty service and the drinks suck!!']"
18,5096f6e7e4b0a70263aef800,,Seattle,47.65783779625515,-122.38927903998623,98199,WA,Gilman Ave Coffee,0,14,[]
19,58bb41a0005a0f100d5bf8fe,,Seattle,47.686817,-122.38791,98117,WA,La Copa Cafe,1,12,['Friendly staff and good coffee']
20,57767834498e7b1d7599e9db,7001 24th Ave NW,Seattle,47.679510856669886,-122.38765084646353,98117,WA,Mabel Coffee,5,67,"['The lady concocted a nice cold brew for me and it was perfect for the nice warm noon. They were having a bridal shower event at the back. I suppose it isnt a bad place at all for hosting such events', ""Don't plan on eating anything before or after bulletproof coffee - dat stuff is FILLING."", 'Profits help local affordable housing efforts -- and the coffee is excellent!', 'Lovely little coffee shop, great for working – and nice baristas!', 'They have pop tarts!']"
21,56c0c36bcd107f5cf53911bf,6420 24th Ave NW,Seattle,47.67558909983674,-122.3874321651679,98107,WA,Royal Drummer,7,206,"['Loving the vibes here! Milk is frothed perfectly in my latte and the pastries are delicious. Lots of sun pouring in, too!', 'Happy hour 25% off the whole menu 4-7 pm. Lots of food options. Delicious homemade vanilla syrup for coffee drinks!', 'So quaint, fresh, clean, and classy. Today is ""Rose All Day"" and I\'ve got my glass in hand. Coffee, wine, and homemade pies? Winning.', ""Can't beat 4-7 happy hour, breakfast sandwiches are amazing. Coffee is ok. Fries and aioli are delicious. Try the breakfast chorizo burrito"", 'Every possible type of coffee you could want - pourover, drip, lattes, even cortados!', 'Good and uncommon coffee, friendly staff', 'Decent spot for a morning coffee and small breakfast. Baked goods are hit or miss.']"
22,4aa67d15f964a520f74920e3,5819 24th Ave NW,Seattle,47.671588049027804,-122.38780715628546,98107,WA,Java Bean,24,701,"[""Try the Bean Freeze if you want something cold and blended (it's like a Frappuccino but so much better). Top with chocolate hazelnut whipped cream for a treat."", ""I'm sure this will be one of my favorite spots. I really like the travel themed vintage decor, and caffe mole is amazing."", 'Cafe Mole is out of this world!  Real Mexican Chocolate Mocha with choices of chocolate, vanilla, and hazelnut fresh made whip.', 'If Cafe Besalu is closed or the wait is insufferably long, this is a perfectly suitable alternative', 'Try the iced Cubano latte - the shots are pulled with sugar - smooth and refreshing any time of year.', 'Try adding molé flavor and some spice to your mezzo americano. Mellow and delicious!', 'Delicious bagel sandwich- the Eggel was filling and perfectly toasted', 'Introducingthe NEW Oreo Bean Freeze.  Our newest ice blended coffeetreat made with Oreo cookies. Enjoy one tomorrow 6-8pm at the Syttende Mai parade.', 'Excellent cafe mole. Love that this cafe serves growth-hormone-free cow milk.', 'The Café Molé is wonderful, as is the atmosphere, but the WiFi can be painfully slow.', ""Usually great, but don't ask for whipped cream after you already paid. I got a snooty response and a lesson about not paying the extra 40 cents."", ""Try a caffe molé! It has a rich chocolaty taste but it's not too sweet."", 'Really good lattes and friendly service', 'The peach passionfruit scone is to die for. And of course, an eggel is the perfect breakfast!', 'Love the baristas here. So friendly!', 'Ask them to make your Cafe Molé extra spicy!', ""Order a Mexican Mocha, you won't be sorry!"", ""The mole' mocha with chocolate hazelnut whip is soooooo good"", 'Be aware there is no Internet. But they do have waffles!!', 'Three words: Pumpkin Pie Latte. Make that four... YUM!', 'The Americano with orange zest is yummy and healthy', 'best quick breakfast in Ballard- eggell and a latte!', 'Best coffee in Ballard!', 'Add a little vanilla to the French roast']"
23,4eb173c649013eafe678ceaf,2237 NW 58th St,Seattle,47.670499483571064,-122.38748900839256,98107,WA,Starbucks,1,85,['Maria makes the best coffee!']
24,4adbca3ff964a520a82a21e3,5615 24th Ave NW,Seattle,47.669927332547026,-122.38754364143229,98107,WA,Toast,27,813,"['Filbert waffle; Nutella, vanilla yogurt and candied nuts. So delicious! I definitely recommend getting this if you want to try something new. 😋', 'Not many places you can go to for coffee in the morning and a great glass of wine or beer for happy hour later on, but this is probably the best!!', ""According to a sign out front, they have free coffee tastings every Sunday, from Noon to 2 PM.  Can't beat free."", 'This place is awesome! Best hot apple cider ever. Try the waffle with goat cheese.', 'Coffee is really good, but $18 for a 12 Oz. Bag. Was just caught off guard when I came in for the buy a bag get a coffee foursquare deal.', ""This is I believe the only place in Seattle that uses Intelligentsia's black cat. A famous blend from a company who employs the sitting, two time world barista champion."", ""Placard out on the street advertised waffles and mimosas for $11.00.  I don't think i've ever had a mimosa."", 'Try the Fresh Baked Bacon Cheddar Scone - So good!', ""Fresh Juice Works' Ginger Apple Cider +  waffles + intelligentsia black cat + clover + synesso + beer + comfy seating + local art = WTF are you waiting for?!"", 'Sidewalk placard proclaimed ""delicious espresso"" today.', ""Get a Bibicafe and add some cream (a espresso Italian soda)...tastes just like Laverne's milk and Pepsi"", ""Yummmmmy toast can't wait to try the waffles"", 'Independent coffee shop that serves local beer & wine!', 'A great place to be ignored by the staff!', 'I took the tip from this site and tried them out. Fun staff.', ""It's called Toast now. Still have the Clover and the waffles!"", 'Ask at the counter for the wifi password', 'Always good Clover options', 'Try the delicious homemade soups!', ""Waffles and Velton's espresso"", 'Check out their ""first Foursquare check-in of the day"" special!', 'Get the Belgian waffle!', 'The Wi-Fi is so slow sometimes as to be almost unusable.', 'This coffee shop rocks!', 'Amaro natural process from Novo. Seriously delicious.', 'have a clover or a happy hour beer']"
25,49d2a605f964a520c75b1fe3,4101 SW Admiral Way,Seattle,47.579843,-122.385934,98116,WA,Starbucks,4,617,"['Best mountain view with a cup of coffee', 'Hot chocolate with extra extra whipped cream for the kids.', ""Say 'hi!' to Mike!"", 'Try and come when nobody is here. For real. Or prepare to wait forever.']"
26,52f2c4dd11d24f379136400f,2600 California Ave SW,Seattle,47.58107786746645,-122.3863837461017,98116,WA,Admiral Bird,3,120,"['The Cubano was so yummy I am hooked. A double shot pulled through sugar...swoon. The croissant sandwiches were so good!!!!', 'Great coffee! Local beer and ciders on tap. Breakfast sandwich with Swinery meat is a must!!', 'Great food and wonderful staff. Trying the Swinery sausage breakfast sandwich and chili today...Yummy !!!']"
27,4f3285f119836c91c7e01dfc,2735 California Ave SW,Seattle,47.578999,-122.387001,98116,WA,Speranza,0,0,[]
28,4f3243d319836c91c7c684a3,2701 California Ave SW,Seattle,47.579172,-122.38702,98116,WA,Emerald City Espresso Machines,0,0,[]
29,49c56afbf964a520ff561fe3,2735 California Ave SW,Seattle,47.5782012454133,-122.38666575482405,98116,WA,Freshy's Coffee,19,405,"['I live upstairs and I visit frequently... this often leads me to spend money here all day long while enjoying stellar soups, scrumptious sandwiches and semi-obscure beers. Oh yeah, the internet connec', ""Jump into their delectable grilled (or not!) sandwiches, delicious soups, dynamic salads, and their diaphanous deep-dish dishes like mac 'n cheese or lasagna."", 'Ambers Souper soup is really, truly super! She even teaches a class called ""The Art of Soup"" down the street at Mind Unwind', 'Fantastic food! Great coffee, good neighborhood people. I live here... kind of.', 'Great place to work remote. They have sandwiches, soup and other goodies to make it through :)', 'Amber Is a great barista greaaattt coffee and great sandwiches  have the breakfast sandwich awsome', 'So much is offered at this unassuming coffee establishment, one might believe owner Amber rethink the name of the place. From homemade sandwiches, salads, soup and everything in between (oh yeah, the', 'Every weekend I get a breakfast sammy and coffee.  Food is great here', ""Try the french vanilla cream latte, it's the best!"", ""Hey, I'm here now but about to leave. Just finished homework, but I'm still behind in work. Ah, theres always tomorrow!"", 'Best coffee shop in west seattle.', 'Amber makes the best soups in Seattle!', ""Ask for Amy's sandwich."", 'Free, unregulated parking one block west', 'Eat soup or get out.', 'Prepare the crown. Our new mayor is in town!', 'Stop stealing my Mayorship!', 'amazing soups', 'More cookies!']"
30,4ab283b8f964a5206d6b20e3,4410 California Ave SW,Seattle,47.56442933911538,-122.38664758859598,98116,WA,Hotwire Coffeehouse,17,422,"['I loved Chocolate chai. Will be coming back to try Caramel & Lavender specialty - intrigued :)', 'The Mexican mocha is soooo good! And the unlimited wifi is fabulous!', ""Lavender honey Orange latte is my fave, but really you can't go wrong with any of their seasonal drinks."", 'Plan a #WestSeattle #GarageSale stop @ Hotwire & bring donations for pets in need!', 'Order ahead online to have your drink waiting.', ""Careful with the coffee nazi here. She cannot be pleased. Just pay and move along. Then enjoy the wifi (coffee's pretty good too)!"", 'Raspberry black tea with honey and an orange peel! Yum!', 'Not sure why you would go here for ""15 minutes of free wifi"" when you could get 15 hours of it at Cupcake Royale.', 'Tiny espresso menu!', ""Hotwire will help you celebrate moms' day too :)"", 'Try the sweet & spicy chai latte!', 'Try a lavender mocha if you want something good but different from your usual fare.', 'Marigold latte.  Vanilla, honey and orange peel--get one!', 'Hotwire never charges extra for soy or rice milk!', 'A Peep in your latte makes it feel like Spring/Easter. :) Try one.', 'Always a wait, and always worth it.', 'Marigold, wired cow!']"
31,4a5ca85df964a5205ebc1fe3,4451 California Ave SW,Seattle,47.563239600087705,-122.38690977158497,98116,WA,Red Cup Espresso,5,143,"[""I like the Maple Scones. I cave in and get one 98% of the time. If after reading this, you somehow eat the last one before I get there, I'm going to have to beat you with a recyclable stir stick."", ""It's really a cute little place to hang out in!! Offers gluten free goodies available! Check it out!!"", 'Try chew-e-core cookies, gluten free yumminess!', 'get the white coffee...so light and tastes great', 'definitely down with a white bean latte']"
32,49f2b022f964a5205d6a1fe3,4301 SW Edmunds St,Seattle,47.55927456076475,-122.38736972486436,98116,WA,Uptown Espresso - California Ave,17,698,"['best place to get work done in west seattle, coffee is ace, always tons of space and outlets, and parking right in front.', ""Best foam in town & don't forget to try one of their frozen lattes! ☕️"", 'Best study place in West Seattle. Good coffee, good music, friendly atmosphere, spacious work spaces, and free wifi!', 'Try a latte with rice milk! No idea how they make it so velvety & yummy', ""It's no joke.  Their foam is top notch!"", 'Parking can be tough. .. free WiFi but not a lot of outlets for power', 'Get the cafe generra, and try it iced. Yummy nom nom', ""gotta remind myself to check this place out cuz i've heard positive things"", 'Nice setting but they need to get rid of the green carpet.', ""Best breve mocha's in town!"", 'Came here to work for a bit. Evidently the wifi is no longer up. So much for that.', 'Really good Italian sodas', 'Dark chocolate mocha for the win.', 'Love the caffe borgia', 'Wifi is up now. Really spacious!', 'Coffee Fabulous...service not so hot', 'Only cafe open late in west Seattle.']"
33,49cc26ebf964a5204d591fe3,4556 California Ave SW,Seattle,47.56118494421977,-122.38666834406041,98116,WA,Cupcake Royale and Verite Coffee,37,1586,"['The lemon drop or the salted caramel cupcakes are seriously the best cupcakes known to man. You must indulge in the strawberry cupcakes when they come out once a year. Its like taking a bite of magic.', ""West Seattle's Cupcake Royale branch is a terrific perch for enjoying an espresso, catching up on email, and watching the neighborhood bustle in the Alaska Junction. Their cafe also offers good art."", 'Best coffee in the Alaska Junction hands down! And the service is fedorable ❤', ""They're now selling the ice cream, although it's pints only, no scoops. The salted caramel/hazelnut brittle is amazing."", 'Dance party with Holly hobby vanilla cupcake with buttercream frosting is the absolute unbeatably best cupcake of all time', 'Great place to work from. Lots if space, lots of outlets, great coffee and really great staff!', ""I'm the only straight guy in Seattle that doesn't drink coffee but I can tell you where to go for a hot chocolate or tea.  This is not the place for either but their wireless Internet goes down well!"", 'The only good cupcake in my opinion was the red velvet one.  I tried the Bacon Whiskey Maple and burped up bad whiskey all day.', 'Grab a scoop of ice cream from Husky Deli then go to Cupcake Royal.  Mix and eat! Heaven!', 'All of the cupcakes, please. Great coffee, too!', ""Can't go wrong here. My fav."", 'Best cupcakes in west Seattle (4 of 4 petals via Fondu)', 'The mochas are very good; obviously a talented staff.', 'Came late almost out of cupcakes. The two they had were quite nice.', 'Red Velvet is my favorite. Yummy!!', ""They have a chocolate gluten free cupcake. It's pretty good!"", 'Now offering a gluten free cupcake.', 'Gluten free cupcakes yay. Awfully slow Internet no yay.', ""Ask if it's happy hour! Half off cupcakes is such a great deal."", ""You're mom's cupcakes are probably better than theirs. But the people watching is pretty good."", ""They don't do cupcake happy hour at this location like they do in Ballard."", 'Check out Cupcake Happy Hour and delight five friends:)', 'Got me a free cupcake while in town!  Thanks foursquare!', 'Melissa is very kind.', 'Best cupcakes ever', 'Good cupcakes,  nothing far from the average.', 'Wifi user: guest. Password: cupcake', 'West Seattle.', 'Stumptown Coffee and Rice Milk available!!', 'Buy four but only saves $.50', 'Good place to hang out', 'hang out with your laptop, as there are many, many outlets.', 'Mocha w vanilla is great', 'Stumptown!', 'Grabbed a cupcake w/ Billieann', 'Try the ""deathcake"". NOM', 'Stumptown coffee!']"
34,45193d3af964a520593a1fe3,4822 California Ave SW,Seattle,47.55861383690808,-122.38680817086279,98116,WA,Pho Than Brothers - West Seattle,12,574,"['Love the phô here, just wish they had more meats to choose from (only beef, no pork?!). Service VERY fast. Food piping hot & delicious. Cream puffs yummy!', 'They have huge portions and speedy service here. A lot of customers were ordering veggie pho and it seemed to be popular. Great place though I think other pho places have a better broth.', 'Fast service, grumpy waitress, no spring rolls or Bun. I wish Pho Viet was closer to home.', ""The small is actually quite large and plenty for one person. I always get the veggie with tofu & mushroom. They're very to the point but fast & good."", ""The place is filthy and the service sucks but they're quick and delicious. Typical Than Bros place."", 'My favorite place to eat Pho or Thai', ""The definition of uninspired, and service couldn't care less."", 'Order a Pho Chin Nam + Cafe Sua Da on a rainy day.', 'Yes they close at 9p.', 'Try the Pho', 'sick? come here and heal', 'Found a bug in my noodles. Not cool.']"
35,45aaa8c6f964a5203b411fe3,5612 California Ave SW,Seattle,47.55171750304562,-122.38673021739234,98136,WA,C & P Coffee,21,579,"['The service and staff made you feel completely at home. The cafe is super quirky but has amazing espresso and the hot chocolate is the real deal. Dog friendly on their back patio.', 'C & P Coffee is the community hearth and living room for West Seattle residents. Friendly cafe offers relaxed space for having an espresso, meeting friends, and reading in an old craftsman house.', 'The owners, Pete & Cameron, and the employees are great! If you get a Mocha, ask for ""Theo chocolate and Almond Milk""... Yum!', 'Great, strong coffee. Wonderful staff and such a cozy vibe. I love this place.', 'Fun little coffee house. None of the furniture or decorations match so it looks like it was all thrown together at random, which is a nice touch.', 'So cute. Great atmosphere, staff and awesome americanos.', ""Indoor comfy seats with wifi. It's a real work at a coffee shop Seattle type place. Lots of people seem to spend hours here."", 'Cozy neighborhood spot, dog friendly, live music. One of my local favorites!', 'Lighthouse Roasters coffee, friendly people, and a very comfortable vibe!', 'Great comfy atmosphere, very friendly staff, and top notch cappuccino', 'I love the back patio. good coffee and friendly people.', 'I love this place because the are very pet friendly', 'Best wifi of any coffee shop in West Seattle!', ""French press fans: they don't actually give you a press, they prep it way in advance and you get a mug. Not quite the same thing."", 'In a turn-of-the-century house once used by WSea architect Wm Kelley (designer of many WSea 1914-1918 bungalows). Cool place, great coffee.', 'Their chai is the best you will find!! I like to get mine dirty. :-)', 'The owner is an awesome guy. Great atmosphere. Very quiet.', 'Lighthouse coffee.  Music on Sunday.  Chill atmosphere - hang on the back patio if the weather is good.', 'Their drip coffee is actually French Press.  Quite good I might add.', 'Best molasses cookies EVER!', ""This is an official Nickelodeon Parents' Picks Award Nominee!Powered by ParentsConnect.com""]"
36,582c92efa130da4f8ebb12fd,6032 California Ave SW,Seattle,47.547474,-122.38716,98136,WA,QED Coffee,0,2,[]
37,4a859e9df964a520aefe1fe3,6501 California Ave,Seattle,47.54473647785394,-122.38748098527505,98136,WA,Starbucks,17,816,"['Seating at this location is plentiful and it varies from small tables, community tables and even a window bar with sturdy stools. Restrooms are locked with a code, FYI.', ""Right across from Zeek's pizza this location offers a lot of seating and is normally pretty clean. Wish their service was just a bit@more quick though."", 'The iced coffee is a great value and you can add soy, milk, and up to six flavor pumps to it. Yum.', 'Really cool ambience, plus a cool place to sit outside out back.', ""Take advantage of the Clover Brewer at this location, the brew can't be beat!"", 'In a hurry and have Starbucks mobile app downloaded on your iPhone? You can pre-order from the full menu and pick up at any Starbucks. In beta and for iOS customers only. Nice staff but avoid waits.', 'Download the Starbucks app  to pay with your phone and track you Stars!', 'Be prepared for long lines on the weekend. Luckily the staff moves fast and are very friendly.', 'Fernanda @ Lexus of Bellevue""Don\'t count the days, make the days count.""-Muhammad Ali(US Boxing Champion 1942-)', 'Best Starbucks in west Seattle!', 'Just redecorated. More laptop friendly areas!', ""Ask about VIA, it'll change your life ^^"", 'Cool! Great place.', 'Code to restrooms is 7759', 'Great Place to internet when the power is out  in northWest Seattle.', '2 hr parking now.', 'Sadly, one of the staff here is pretty rude. FYI']"
38,4a7dddbaf964a520faef1fe3,7011 California Ave SW,Seattle,47.54034741082549,-122.38742974688397,98136,WA,Caffe Ladro,11,507,"['Adirondack chairs on a sunny morning are not to be missed.  Sit back and meet the neighborhood crowd.   Free dogs treats are usually at the counter.  Grab one for your pup if you have one in tow.', 'Finally some new couches! Long overdue!', 'Excellent coffee and wonderful baked goods with a homey neighborhood feel. (via Scoville)', 'Nice and quiet cafe... the Mocha is really good!', ""My neighborhood coffee house when I'm visiting West Seattle. Friendly and good coffee."", 'The beans here are roasted in the lighter Northern Italian style.', 'The Arnold Palmer is really good.', 'Chai tea latte', 'Hella bomb caffe', 'Have to try the new mini-cinnamon rolls!', 'Must do on any seattle morning.']"
39,4a6f2349f964a52066d51fe3,2200 NW Market St,Seattle,47.66895373,-122.3849569,98107,WA,Starbucks,25,1717,"['Great location in Ballard, lots of seating, they do the happy hour thing too', 'Live music? Great decor? A Clover! Awesome. This newly renovated Bucks is a shining testament to the new design and business plan!', ""I don't know why, but I ask for a shot of banana in my mochas here. Only at this Starbucks. It's good! Try it!"", 'If it is one of those handfull of Seattle days where it is actually uncomfortably hot, this place has awesome AC.', ""Beautiful new location. I'm in love with it...and they have a Clover!"", 'Brand new space, perhaps three times the size of the old one. Looks great!!', 'Friendly staff, quick to serve, so lines are short to non-existent.', 'Get the Starbucks app for iPhone or Android to pay with your phone and earn My Starbucks Rewards!', ""Barista was focused on making everyone else's complex coffee orders before finally pouring my ice tea, which was pre-made and takes 15 seconds. Slowest starbucks service in my life 👎😡"", ""Great local joint.... This one serves alcohol. So that's cool."", 'This space is terrible. The staff is great. A bigger space is necessary.', 'Check out the much bigger store! Moved next door to 2200 NW market', 'I love the cozy window seats - room for two people max', 'This is one of the worst starbucks in seattle. Staff is great but the venue sucks....way to small. Starbucks should invest in a larger space for Ballard.', ""Did you know that Ballard's hottest geo-startup, SpatialDev is right above you?"", 'Bathroom Code: 01235', 'Just another Starbucks. But at least in a nice location', 'This one is NOT inside Safeway. :-)', 'Their wireless speed is DISMAL', 'Grand opening!', ""It's a Starbucks..."", 'New location.', 'Inside Safeway', ""They remodeled... But still didn't fix the slowest sbux ever problem..."", 'For the record this one has the WORST wifi ever. Bloody awful.']"
