,location.lat,location.lng,name,combined_reviews,num_review_words,final_address
10,47.63936318208165,-122.3994672441943,Uptown Espresso Magnolia,their famous velvet foam really is velvet get something with steamed milk  you wont regret it omg i forget the name of it but a dark chocolate orange mocha   amazing great thick foam but be patient  you will be waiting about 10 minutes for a drink wifi password coffeebean try the chairman tea very tasty coffee and selection of tea the coffee indeed has lots of foam on a separate occasion i had green tea and it was great i like the atmosphere and the bathrooms are clean friendly staff bravo my daughter and i felt a little like we had a collective third eye we figured this was because this location is where the locals hang out obvious alaskans we caught their attention and thats kind of nice in a town getting a bit big for its own britches seattles becoming a place where nobody knows your name at uptown we had a rich creamy cocoa and my usual vanilla latte their homey tastiness beats the devils playground across the street hands down for the uninitiated that would be starbucks good americanos and friendly service can be a bit slow  if you get an ice americano ask for an extra shot or two nice and fast team good coffee  better vibe than sbux music not as loud usually a quiet place to do work but note there are a lot of senior social groups that meet there weekday mornings so it can get noisy  🙄  when saturday market is in season the line gets long they should staff up note no air conditioning so it gets hot and muggy inside   this is a gathering place for the locals friendly staff a great place for kids to do homework or for tutoring usually quiet my personal favorite coffee house that weve found here in seattle  ive been here many times in our living here and ive always found the staff very good coffee plenty of seating inside and out and its relatively quiet to boot some coffee shops are super loud  this is not one of those the coffee is i really enjoy visiting this coffee house as it has the perfect coffee shop vibe when you walk in there are sturdy tables set up around some with personal,379,3223 W McGraw St
11,47.66878064399137,-122.39155747750972,Firehouse Coffee,employees are very nice  i used to go here very early in the morning in late 2008early 2009  theyd get seattle times before 711   if you go at at say 1000 am on a saturday expect a wait really nice staff good drinks and eats but they need to make a breakfast sandwich that is plain no mayonnaise no peppers etc just egg and cheese  maybe bacon  mmmm bacon  they have a great playroom in the back for kids and their parents out of the way of other customers so not to disturb them but allows parents to relax while the kids have a lot to play with i love this place try a chai with rice milk on a cold day to warn you up and grab a chipotle ham sandwich too another sign i saw advertises organic high mountain iced black tea  also sounds tasty family friendly coffee shop they have a separate room with small chairs and toys just for kids nice people good hot chocolate but the wifi rarely works and required reloggingin ever 15 minutes when it does great place to relax not a great place to work very friendly employees good place to enjoy a coffee while your children play the cookies and banana bread are meh coffee is vita but its great to have a separate area for families bring your laptop so you can work while the kids play i really like log cabin atmosphere of this coffee house batistas are cool the wifi is slower than atts 3g service on my iphone  im getting about 12 mbps dwn  sign i saw today advertised organic coldbrew toddy sounds good amazing lavender white mochas they make my heart happy uf49c try a lavender white chocolate mocha and take a few sips over by the fireplace mmmm i love the dirty chais chai tea latte white choco mocha and almond croissant spiced chai tea oh yeah good coffee mmmmm great little place and i say that not just because i know the owner it has a very cozy homey vibe serves fantastic coffee and very good sandwiches the little kids play room in the back is a wonderful addition too will definitely be back staff is extremely friendly hours suck though and the drinks are made so slowly still better than starbucks a fine place to kill time if youre in the area but not worth a special trip they do have a separate room for people with little children though so a nice work environment for people who want a little distance from the chaos of kiddos nice atmosphere comfortable seating good wifi connection terrible customer service and acidic coffee barista was rude to me feminists predominate as baristas here their misandry and baseness are par for the course overview the coffee is decent but im giving it an above average rating for service  the staff here are friendly and very helpful so im a fan  this five stars because service is always great and it has a nice and spacious playroom also the dedicated parking lot is a huge plus read i suck at parallel family visit in a fall morning hot cocoa son said no chocolate mom ordered a eggnog latte no eggnogdad vanilla latte hmmmm  i will leave it,549,2622 NW Market St
12,47.58093335962384,-122.39204425742336,Alki Mail and Dispatch,great service convenient and you can bring your dog in with you  great coffee  snacks too love this place came from columbia city to get coffee copies stamps and wifi all at once love it private mailboxes coffee gifts and shipping anywhere don the owner  is wonderful and pleasant customer service is better new staff  yummmmmmmyyyyyyy hempy mocha very convenient shitty service and the drinks suck this place is amazing  they are super busy with the holiday rush but take time to visit with every customer and make sure their needs are met  even puppies love going in there  and getting a treat  there is a coffee stand inside and gift cards too  i took in a document to be notarized and they went above and beyond to provide efficient service  super grateful to have found them  looking forward to returning for a chai  and may even bring my puppy next time  thank you alki mail  dispatch went to two other places before finding this gem needed a notary asap and the other two declined for my simple three page power of attorney document horray for this wonderful witty and incredible compassionate place thank you so much  coffee there too what a nice thing it is to have humans that treat you like a human  bree rawks a hawk love her so convenient to have once place for any mailing service everyone here is friendly and helpful its also a lovely place to grab a hot coffee and read a book especially now that the rainy weather has started im in there several times a week i rent a box and drop off and receive packages everyone there is friendly and always willing to help bree the manager has a great sense of humor and don the owner is an all around great guy its great doing business with local people walked in and didnt have the label attached to my package yet just dropping off yep sorry do you have some packing tape i can use oh dont worry well take care of it in and out in 30 seconds great service wow 8 years after my initial review i still love alki mail  dispatch thank you to all the team there for making my personal and business life much more we stopped in on sunday because one of our cats had escaped from our house and we needed to print flyers michael took care of us posted a flyer in the this is a nice place to have out in the neighborhood   im not much of a package mailer but they definitely saved my bacon by having a notary public there,443,4701 SW Admiral Way
13,47.65783779625515,-122.38927903998623,Gilman Ave Coffee, friendly little neighborhood so convenience store good mart     ,8,4217 Gilman Ave W
14,47.686817,-122.38791,La Copa Cafe,friendly staff and good coffee  a few assorted thoughts i had during a recent sunday dinner at cafe munir   man this place is smaller than i thought glad we made a reservation  five star food docking a star because it is a bit pricey i recommend going on sundays make a reservation for the chefs special so you can try more of looking for a place to dine with seven other hungry people on a sunday ask them to combine the two four tops tables for four in the quiet back room when,93,2408 NW 80th St
15,47.67951085666989,-122.38765084646352,Mabel Coffee,the lady concocted a nice cold brew for me and it was perfect for the nice warm noon they were having a bridal shower event at the back i suppose it isnt a bad place at all for hosting such events dont plan on eating anything before or after bulletproof coffee  dat stuff is filling profits help local affordable housing efforts  and the coffee is excellent lovely little coffee shop great for working – and nice baristas they have pop tarts  this was a cute little coffee shop that had comfy chairs to sit in i got hot chocolate with a bagel and cream cheese both were delicious with mabel just around the corner it should be our goto but instead we find ourselves seeking out alternatives that are out of our way just to avoid round 2 of my yelp postlost the original one via my smart phone while i was there so much for being in the moment   yesterday i had checked out a,166,7001 24th Ave NW
16,47.67558909983674,-122.38743216516792,Royal Drummer,loving the vibes here milk is frothed perfectly in my latte and the pastries are delicious lots of sun pouring in too happy hour 25 off the whole menu 47 pm lots of food options delicious homemade vanilla syrup for coffee drinks so quaint fresh clean and classy today is rose all day and ive got my glass in hand coffee wine and homemade pies winning cant beat 47 happy hour breakfast sandwiches are amazing coffee is ok fries and aioli are delicious try the breakfast chorizo burrito every possible type of coffee you could want  pourover drip lattes even cortados good and uncommon coffee friendly staff decent spot for a morning coffee and small breakfast baked goods are hit or miss  away from the busier streets in ballard is royal drummer cafe free parking underground with elevator access to the first floor but keep in mind you cant ive visited here a few times for coffee and snacks but recently made it in for brunch as well they have a variety of coffees to select from and the folks food made simple i had the sausage muffin with avocado breakfast sandwich the sausage was seasoned well the coffee was good  the place was nice and no,207,6420 24th Ave NW
17,47.671588049027825,-122.38780715628546,Java Bean,try the bean freeze if you want something cold and blended its like a frappuccino but so much better top with chocolate hazelnut whipped cream for a treat im sure this will be one of my favorite spots i really like the travel themed vintage decor and caffe mole is amazing cafe mole is out of this world  real mexican chocolate mocha with choices of chocolate vanilla and hazelnut fresh made whip if cafe besalu is closed or the wait is insufferably long this is a perfectly suitable alternative try the iced cubano latte  the shots are pulled with sugar  smooth and refreshing any time of year try adding molé flavor and some spice to your mezzo americano mellow and delicious delicious bagel sandwich the eggel was filling and perfectly toasted introducingthe new oreo bean freeze  our newest ice blended coffeetreat made with oreo cookies enjoy one tomorrow 68pm at the syttende mai parade excellent cafe mole love that this cafe serves growthhormonefree cow milk the café molé is wonderful as is the atmosphere but the wifi can be painfully slow usually great but dont ask for whipped cream after you already paid i got a snooty response and a lesson about not paying the extra 40 cents try a caffe molé it has a rich chocolaty taste but its not too sweet really good lattes and friendly service the peach passionfruit scone is to die for and of course an eggel is the perfect breakfast love the baristas here so friendly ask them to make your cafe molé extra spicy order a mexican mocha you wont be sorry the mole mocha with chocolate hazelnut whip is soooooo good be aware there is no internet but they do have waffles three words pumpkin pie latte make that four yum the americano with orange zest is yummy and healthy best quick breakfast in ballard eggell and a latte best coffee in ballard add a little vanilla to the french roast this is a cannot miss gourmet coffee shop in ballard  it takes it mission to provide superior drinks and food very seriously  owned and managed by a scientist all recipes are carefully created and measured to perfection to provide you the best coffee and best food in town friendly place with wonderful coffee signature drinks and pastries the owner and baristas are always there to say “good morning” and know most of their costumers by name great place to meet somebody as it isn’t loud and the regular groups who meet there are always very respectful don’t get me wrong it’s not a monastery but you can hear yourself think while others go about their socializing and coffee business cozy warm placelove it java bean makes great coffee beverages and the baristas are very friendly i also love their cosy lodgelike decor and fireplace walking here every morning for a cup of joe is part of my daily routine amazing staff and amazing food i usually come here on weekend mornings and their bagel sandwiches or eggels are top notch there isnt a lot of seating but it has a very comfy atmosphere great coffee lots of sandwiches and treats and the staff was really nice there is plenty of indoor seating for hanging out im pretty sure the owner was making all the coffeeshe was extremely friendly and offered me a free sample of their chai would highly recommend thank god tony doesnt work manage or own this place anymore the new owners are great though i feel like staff changes constantly   tony wherever you ive been here twice and had great experiences both times they have a lot of drink options and a lot more food than i expected for a little cafe their big amazing espresso oh man we tried to go to besalu but it was closed so we hopped on over to java bean and we were not disappointed i had a vanilla,657,5819 24th Ave NW
18,47.670499483571064,-122.38748900839256,Starbucks,maria makes the best coffee  ,5,2237 NW 58th St
19,47.66992733254703,-122.38754364143229,Toast,filbert waffle nutella vanilla yogurt and candied nuts so delicious i definitely recommend getting this if you want to try something new 😋 not many places you can go to for coffee in the morning and a great glass of wine or beer for happy hour later on but this is probably the best according to a sign out front they have free coffee tastings every sunday from noon to 2 pm  cant beat free this place is awesome best hot apple cider ever try the waffle with goat cheese coffee is really good but 18 for a 12 oz bag was just caught off guard when i came in for the buy a bag get a coffee foursquare deal this is i believe the only place in seattle that uses intelligentsias black cat a famous blend from a company who employs the sitting two time world barista champion placard out on the street advertised waffles and mimosas for 1100  i dont think ive ever had a mimosa try the fresh baked bacon cheddar scone  so good fresh juice works ginger apple cider   waffles  intelligentsia black cat  clover  synesso  beer  comfy seating  local art  wtf are you waiting for sidewalk placard proclaimed delicious espresso today get a bibicafe and add some cream a espresso italian sodatastes just like lavernes milk and pepsi yummmmmy toast cant wait to try the waffles independent coffee shop that serves local beer  wine a great place to be ignored by the staff i took the tip from this site and tried them out fun staff its called toast now still have the clover and the waffles ask at the counter for the wifi password always good clover options try the delicious homemade soups waffles and veltons espresso check out their first foursquare checkin of the day special get the belgian waffle the wifi is so slow sometimes as to be almost unusable this coffee shop rocks amaro natural process from novo seriously delicious have a clover or a happy hour beer  ,336,5615 24th Ave NW
20,47.579843,-122.385934,Starbucks,best mountain view with a cup of coffee hot chocolate with extra extra whipped cream for the kids say hi to mike try and come when nobody is here for real or prepare to wait forever  ,36,4101 SW Admiral Way
21,47.58107786746645,-122.3863837461017,Admiral Bird,the cubano was so yummy i am hooked a double shot pulled through sugarswoon the croissant sandwiches were so good great coffee local beer and ciders on tap breakfast sandwich with swinery meat is a must great food and wonderful staff trying the swinery sausage breakfast sandwich and chili todayyummy  this hole in the wall right on the corner of admiral way and california shares a space with a flower shop not much seating not much of a kitchen and expect a very long time to get your food the breakfast sandwich i had was decent but 40 minutes is way too long to wait this place might be my favorite breakfast spot in west seattle inside it is half flower shop half waffle joint the breakfast menu is familiar yet creative and the atmosphere is beautiful classic sunny and fun i tried both the belgium and sweet potato waffles and both were mouthwatering perfection the staff is super friendly and food comes out quickly as well  one star is missing because some of the serving sizes could be more generous eg the aprox 395 latte is at most 8 ounces the eggs and bacon that came with the complete breakfast waffle seemed puny for the price boost breakfast and coffee were delicious im going to recommend it to everyone so good i get my coffee and tea here in the morning before catching my bus just outside their store the staff at this place are always kind and friendly and service is quick  which i really appreciate when i have 4 minutes before i have to run out the door to catch that bus they sell delicious baked goods from macrina bakery too love this place delicious special sunday breakfast   my wife and i come on sundays  typically the sundays that follow a particularly rough week at work of after traveling or for special occasions really i try to make any excuse to come as i love the atmosphere the fact that they remember us dispite disappearing for months for work talking to other westseattleites and their delicious waffle sandwiches   super nice folks the admiral bird is a wonderful little cafe that serves amazing food coffee and tea drinks and has a beautiful gift shop that provides plants trinkets first time here got the morning hamwich  holy smokes so delicious the pickled onions are incredible i will definitely be back to try more menu items ive only stopped here for coffee before today but i got a chance to have breakfast this morning and it was great its one of the best somewhat hidden,435,2600 California Ave SW
22,47.5782012454133,-122.38666575482405,Freshy's Coffee,i live upstairs and i visit frequently this often leads me to spend money here all day long while enjoying stellar soups scrumptious sandwiches and semiobscure beers oh yeah the internet connec jump into their delectable grilled or not sandwiches delicious soups dynamic salads and their diaphanous deepdish dishes like mac n cheese or lasagna ambers souper soup is really truly super she even teaches a class called the art of soup down the street at mind unwind fantastic food great coffee good neighborhood people i live here kind of great place to work remote they have sandwiches soup and other goodies to make it through  amber is a great barista greaaattt coffee and great sandwiches  have the breakfast sandwich awsome so much is offered at this unassuming coffee establishment one might believe owner amber rethink the name of the place from homemade sandwiches salads soup and everything in between oh yeah the every weekend i get a breakfast sammy and coffee  food is great here try the french vanilla cream latte its the best hey im here now but about to leave just finished homework but im still behind in work ah theres always tomorrow best coffee shop in west seattle amber makes the best soups in seattle ask for amys sandwich free unregulated parking one block west eat soup or get out prepare the crown our new mayor is in town stop stealing my mayorship amazing soups more cookies  ,241,2735 California Ave SW
23,47.56442933911538,-122.38664758859598,Hotwire Coffeehouse,i loved chocolate chai will be coming back to try caramel  lavender specialty  intrigued  the mexican mocha is soooo good and the unlimited wifi is fabulous lavender honey orange latte is my fave but really you cant go wrong with any of their seasonal drinks plan a westseattle garagesale stop  hotwire  bring donations for pets in need order ahead online to have your drink waiting careful with the coffee nazi here she cannot be pleased just pay and move along then enjoy the wifi coffees pretty good too raspberry black tea with honey and an orange peel yum not sure why you would go here for 15 minutes of free wifi when you could get 15 hours of it at cupcake royale tiny espresso menu hotwire will help you celebrate moms day too  try the sweet  spicy chai latte try a lavender mocha if you want something good but different from your usual fare marigold latte  vanilla honey and orange peelget one hotwire never charges extra for soy or rice milk a peep in your latte makes it feel like springeaster  try one always a wait and always worth it marigold wired cow everything was subpar the coffee wasnt great we got charged extra for steam milk in a london fog which literally is the drink the breakfast options hot foods ex burritos and sandwiches arent fresh and you have to heat them up yourself in their microwave not to mention almost nowhere to sit everything seemed over priced for two of us two coffees and two breakfast items was 25 which is incredibly expensive  would not recommend will not be going back in west seattle at the north edge of the junction district a small space but not cramped with both indoor and outdoor seating they have the usual selection of coffee and tea drinks however an advantage is they dont charge extra if you want soyalmondrice milk instead of dairy pastries are good as well they have a steady stream of locals getting coffee there and its not hard to see why super cozy and welcoming employees were enthusiastic and very inviting no wonder all my coworkers go there really nice place to stop for your daily dose of coffee ill be coming here a lot super crowded by a stroller blocking whole entrance they lost a sale for it unhappy ex customer after moving to west seattle this has been my dog booker t little and mine venture walk love the organic selections unique coffee drinks and pastries oh cute little cafe the baristascashiers are friendly and they have a bunch of specialty offerings on their menu lattes blended drinks and smoothies too this local place is awesome great flavor varieties  delicious lattes with fairytale themed names and very friendly baristas has a supercute little outdoor,469,4410 California Ave SW
24,47.5632396000877,-122.38690977158495,Red Cup Espresso,i like the maple scones i cave in and get one 98 of the time if after reading this you somehow eat the last one before i get there im going to have to beat you with a recyclable stir stick its really a cute little place to hang out in offers gluten free goodies available check it out try chewecore cookies gluten free yumminess get the white coffeeso light and tastes great definitely down with a white bean latte i was ordering from the food truck and i was pleasantly surprised when the owners of red cup espresso offered to let me hang out while my food was prepared it was raining and cold outside i found how delightful the owner and staff were definitely a find in west seattle drive through espresso with friendly service thats not in a bikini or a starbucks great place always supporting the local coffee shops especially when they are so damn nice and rad they make a mean white chocolate mocha the friendly baristas pull some of the best espresso in west seattle yummy pastries and a drive thru too a great spot for coffee owners are awesome folks come on sunday afternoon for the kickback a weekly session featuring live djs great place to grab some tacos from the food truck and cool out with some good music and good people super kidfriendly as well they brew slate coffee currently which is excellent and locally roasted ive found the slate cafes to be a little too pretentious for my tastes so its adorable place really friendly and helpful service and good chai kinda spicy just like i like it  lots of magazines sweet little tables and comfy another awesome coffee shop in west seattle  the workers are cool and laid back especially love the fact that they have white coffee,309,4451 California Ave SW
